WKT,nama,deskripsi
"POLYGON ((110.0175246 -7.893923, 110.3388747 -8.0244889, 110.3471144 -8.0625628, 110.5970534 -8.1495753, 110.7014235 -8.1822001, 110.7124098 -8.2093854, 110.7398756 -8.195793, 110.803047 -8.1985115, 110.8332594 -8.1876373, 110.8167799 -8.1386997, 110.7948073 -8.1604505, 110.7920607 -8.1169478, 110.7591017 -8.0244889, 110.7838209 -7.8122983, 110.7618483 -7.8259035, 110.7151564 -7.7850865, 110.6931837 -7.8122983, 110.6767042 -7.7850865, 110.6409987 -7.7986926, 110.5970534 -7.8014138, 110.5723341 -7.790529, 110.5311354 -7.7959714, 110.5091627 -7.7796439, 110.4926832 -7.75243, 110.4624708 -7.5782196, 110.4377516 -7.5401016, 110.3965529 -7.5945549, 110.3223952 -7.6381125, 110.2784499 -7.7061624, 110.2592238 -7.6925533, 110.2674635 -7.6408347, 110.2454909 -7.6571675, 110.1630934 -7.6435569, 110.1191481 -7.6680558, 110.1411207 -7.697997, 110.1081618 -7.7742013, 110.0861891 -7.8014138, 110.0614699 -7.8068561, 110.047737 -7.8558335, 110.0175246 -7.893923))",Poligon 2,
