WKT,nama,deskripsi
"POLYGON ((106.8715814 -6.3079834, 106.8389658 -6.3025235, 106.821113 -6.2929684, 106.8049768 -6.2916034, 106.8039468 -6.3107133, 106.798797 -6.3427891, 106.7919305 -6.3475662, 106.7888406 -6.3646268, 106.7819742 -6.3922638, 106.7833475 -6.3960169, 106.7325357 -6.4507743, 106.8175351 -6.4833101, 106.8288315 -6.4444066, 106.8356979 -6.4423596, 106.8535507 -6.43656, 106.8672254 -6.3874288, 106.8962879 -6.3872233, 106.8858166 -6.3121556, 106.8841 -6.3063545, 106.8715814 -6.3079834))",Poligon 2,
